ZCTA,Total,Total Male%,Total Female%,Male: Under 5%,Male: 5 to 17%,Male: 18 to 39%,Male: 40 to 59%,Male: 60 and Over%,Female: Under 5%,Female: 5 to 17%,Female: 18 to 39%,Female: 40 to 59%,Female: 60 and Over%
95567,762,0.549868766,0.450131234,0.064304462,0.097112861,0.131233596,0.144356955,0.112860892,0.014435696,0.031496063,0.199475066,0.118110236,0.086614173
95568,1802,0.517758047,0.482241953,0.026082131,0.054938957,0.107103219,0.153163152,0.176470588,0.012208657,0.086015538,0.114317425,0.085460599,0.184239734
95569,274,0.649635036,0.350364964,0,0.003649635,0.262773723,0.175182482,0.208029197,0.01459854,0.04379562,0.02189781,0.142335766,0.127737226
95570,371,0.592991914,0.407008086,0,0,0.210242588,0.250673854,0.132075472,0,0,0,0.202156334,0.204851752
95571,2338,0.488451668,0.511548332,0.03849444,0.05774166,0.117194183,0.113344739,0.161676647,0.015397776,0.064585115,0.112061591,0.148845167,0.170658683
95573,304,0.417763158,0.582236842,0,0.042763158,0.118421053,0.256578947,0,0,0.174342105,0.125,0.243421053,0.039473684
95585,1568,0.505739796,0.494260204,0.016581633,0.129464286,0.124362245,0.089285714,0.146045918,0.036989796,0.056760204,0.169642857,0.088647959,0.142219388
95587,457,0.496717724,0.503282276,0.028446389,0.01750547,0.172866521,0.146608315,0.131291028,0.056892779,0.083150985,0.133479212,0.087527352,0.142231947
95589,51,0.196078431,0.803921569,0,0,0,0,0.196078431,0,0,0,0,0.803921569
95595,963,0.596053998,0.403946002,0,0.05192108,0.182762201,0.173416407,0.187954309,0,0,0.174454829,0.092419522,0.137071651
95601,139,0.618705036,0.381294964,0,0.064748201,0.043165468,0.079136691,0.431654676,0,0.057553957,0.021582734,0.043165468,0.258992806
95602,151,0.483443709,0.516556291,0.026490066,0.066225166,0.238410596,0.059602649,0.092715232,0.01986755,0.132450331,0.185430464,0.092715232,0.086092715
95603,17557,0.497693228,0.502306772,0.019935069,0.066070513,0.094833969,0.133223216,0.183630461,0.011277553,0.053198155,0.09825141,0.144785556,0.194794099
95604,29474,0.487242994,0.512757006,0.020153355,0.07572776,0.117323743,0.1213612,0.152676936,0.023071181,0.066465359,0.11036846,0.131471806,0.181380199
95605,85,0.458823529,0.541176471,0,0,0.2,0,0.258823529,0,0,0.129411765,0,0.411764706
95606,14493,0.513420272,0.486579728,0.038984337,0.105016215,0.194231698,0.10646519,0.068722832,0.044573242,0.069550818,0.146829504,0.115159042,0.110467122
95607,249,0.489959839,0.510040161,0,0,0.112449799,0.164658635,0.212851406,0,0.040160643,0.148594378,0,0.321285141
95608,389,0.53470437,0.46529563,0,0.066838046,0.059125964,0.120822622,0.287917738,0,0,0,0.215938303,0.249357326
95610,62539,0.473416588,0.526583412,0.027998529,0.074513504,0.142375158,0.111354515,0.117174883,0.029597531,0.070563968,0.141783527,0.127408497,0.157229889
95612,46305,0.482906814,0.517093186,0.031983587,0.075801749,0.176546809,0.107439801,0.091134867,0.0287226,0.069366159,0.167670878,0.124781341,0.126552208
95614,1321,0.523845572,0.476154428,0.036336109,0.101438304,0.115821347,0.1332324,0.137017411,0.054504164,0.141559425,0.121120363,0.082513248,0.076457229
95615,4359,0.495067676,0.504932324,0.025693967,0.076164258,0.085340674,0.152328516,0.155540262,0.018582244,0.06102317,0.12686396,0.117687543,0.180775407
95616,704,0.556818182,0.443181818,0.078125,0.098011364,0.142045455,0.100852273,0.137784091,0,0.09375,0.120738636,0.103693182,0.125
95618,52212,0.463111928,0.536888072,0.011759749,0.040507929,0.295430169,0.05692178,0.058492301,0.011836359,0.03673485,0.34614648,0.064927603,0.077242779
95619,27519,0.487990116,0.512009884,0.022529888,0.08477779,0.182419419,0.120244195,0.078018823,0.024819216,0.07958138,0.18808823,0.128093317,0.091427741
95620,5718,0.497376705,0.502623295,0.020986359,0.08324589,0.140783491,0.110877929,0.141483036,0.029555789,0.087967821,0.118747814,0.127317244,0.139034627
95621,21954,0.510248702,0.489751298,0.020224105,0.111870274,0.169399654,0.122847773,0.085906896,0.028013118,0.094971304,0.147262458,0.114329963,0.105174456
95623,41740,0.483972209,0.516027791,0.031097269,0.077719214,0.150479157,0.126257786,0.098418783,0.02422137,0.07632966,0.145256349,0.125275515,0.144944897
95624,3665,0.526875853,0.473124147,0.013915416,0.052933151,0.167257844,0.14324693,0.14952251,0.018826739,0.03792633,0.091678035,0.151432469,0.173260573
95625,65948,0.493146115,0.506853885,0.033010857,0.10480985,0.137608419,0.13034512,0.087371869,0.022487414,0.089707042,0.138472736,0.151634621,0.104552071
95626,74,0.905405405,0.094594595,0,0,0,0.324324324,0.581081081,0,0,0.094594595,0,0
95627,6065,0.530420445,0.469579555,0.037427865,0.096784831,0.138499588,0.145259687,0.112448475,0.030008244,0.068260511,0.118384171,0.123000824,0.129925804
95628,3802,0.473961073,0.526038927,0.051551815,0.099158338,0.179116255,0.069963177,0.074171489,0.051814834,0.112046291,0.161230931,0.099421357,0.101525513
95629,40855,0.476881655,0.523118345,0.024134133,0.066968547,0.136605067,0.120058744,0.129115163,0.02876025,0.069220414,0.125639457,0.139248562,0.160249663
95630,940,0.403191489,0.596808511,0,0,0.082978723,0.119148936,0.20106383,0,0.140425532,0.055319149,0.175531915,0.225531915
95631,78159,0.517816246,0.482183754,0.02387441,0.101613378,0.134418301,0.17237938,0.085530777,0.031359152,0.085159738,0.112463056,0.15392981,0.099271997
95632,6851,0.515545176,0.484454824,0.04670851,0.062472632,0.111662531,0.125383156,0.169318348,0.008173989,0.075463436,0.106407824,0.152970369,0.141439206
95633,31911,0.497696719,0.502303281,0.025320422,0.09962082,0.147660681,0.136974711,0.088120084,0.031587854,0.094544201,0.139701044,0.133590298,0.102879885
95634,4188,0.499283668,0.500716332,0.007640879,0.114613181,0.090735435,0.108643744,0.17765043,0.049426934,0.130372493,0.106733524,0.119149952,0.095033429
95635,3559,0.578814274,0.421185726,0.042989604,0.101994942,0.116886766,0.094970497,0.221972464,0.012082046,0.035684181,0.119696544,0.122506322,0.131216634
95636,1058,0.466918715,0.533081285,0.019848771,0.056710775,0.13610586,0.183364839,0.070888469,0,0,0.240075614,0.084120983,0.208884688
95637,1195,0.487866109,0.512133891,0,0.09623431,0.043514644,0.067782427,0.280334728,0,0.080334728,0.114644351,0.141422594,0.175732218
95638,268,0.597014925,0.402985075,0,0.231343284,0.111940299,0.145522388,0.108208955,0,0,0.145522388,0.078358209,0.179104478
95639,2126,0.530103481,0.469896519,0.008466604,0.095484478,0.112417686,0.150517404,0.16321731,0.003292568,0.081843838,0.070084666,0.154750706,0.159924741
95640,335,0.573134328,0.426865672,0,0.185074627,0.191044776,0.158208955,0.03880597,0,0.059701493,0.110447761,0.2,0.056716418
95641,11598,0.650801862,0.349198138,0.017244352,0.050698396,0.226073461,0.215037075,0.141748577,0.023452319,0.041903777,0.073719607,0.104069667,0.106052768
95642,1489,0.460711887,0.539288113,0.00402955,0.053055742,0.104096709,0.117528543,0.182001343,0.010745467,0.061786434,0.163196776,0.155137676,0.14842176
95645,7101,0.46852556,0.53147444,0.027038445,0.062385579,0.101534995,0.094212083,0.183354457,0.01211097,0.055344318,0.114068441,0.115054218,0.234896493
95646,1881,0.515151515,0.484848485,0.039872408,0.103668262,0.127591707,0.127060074,0.116959064,0.033492823,0.08559277,0.111111111,0.131313131,0.12333865
95648,80,0.725,0.275,0.05,0,0.3375,0.275,0.0625,0.05,0,0.0875,0,0.1375
95650,52949,0.478668152,0.521331848,0.028366919,0.081663488,0.111654611,0.111201345,0.14578179,0.03010444,0.082532248,0.115998414,0.112863321,0.179833425
95651,14808,0.508779038,0.491220962,0.035251216,0.074149109,0.102377093,0.157279849,0.139721772,0.040451108,0.069016748,0.089951378,0.132428417,0.159373312
95652,624,0.556089744,0.443910256,0,0.113782051,0.137820513,0.248397436,0.056089744,0,0.051282051,0.03525641,0.282051282,0.075320513
95653,789,0.468948035,0.531051965,0.043092522,0.136882129,0.120405577,0.140684411,0.027883397,0.015209125,0.139416984,0.148288973,0.093789607,0.134347275
95655,581,0.48020654,0.51979346,0,0.111876076,0.177280551,0.092943201,0.098106713,0,0.074010327,0.209982788,0.134251291,0.101549053
95658,4156,0.487487969,0.512512031,0.023099134,0.10346487,0.165543792,0.132098171,0.063282002,0.028873917,0.096727623,0.152791145,0.128970164,0.105149182
95659,6837,0.488810882,0.511189118,0.01916045,0.06918239,0.105894398,0.143483984,0.151089659,0.024279655,0.085563844,0.083516162,0.152991078,0.164838379
95660,932,0.513948498,0.486051502,0.017167382,0.051502146,0.19527897,0.119098712,0.130901288,0.0472103,0.081545064,0.142703863,0.111587983,0.103004292
95661,35461,0.483319703,0.516680297,0.043117791,0.115281577,0.156143369,0.09782578,0.070951186,0.032740193,0.095090381,0.178787964,0.111841178,0.09822058
95662,31315,0.47951461,0.52048539,0.034009261,0.076640588,0.130640268,0.124924158,0.113300335,0.025866198,0.074532971,0.136771515,0.132077279,0.151237426
95663,32172,0.496332214,0.503667786,0.030119358,0.070620415,0.144504538,0.141986821,0.109101082,0.026358324,0.082991421,0.134899913,0.128900908,0.13051722
95664,2493,0.44003209,0.55996791,0.009626955,0.089049338,0.075812274,0.160850381,0.104693141,0.013638187,0.117529081,0.08423586,0.16967509,0.174889691
95665,1603,0.52900811,0.47099189,0,0.061759201,0.19650655,0.139114161,0.131628197,0.028696195,0.091703057,0.164067374,0.069245165,0.1172801
95666,4303,0.493841506,0.506158494,0.031141064,0.064141297,0.071810365,0.131768534,0.194980246,0.003253544,0.060887753,0.109690913,0.111317685,0.221008599
95667,5164,0.526336174,0.473663826,0.018202943,0.044732765,0.086173509,0.162083656,0.2151433,0.012974438,0.052091402,0.078621224,0.115801704,0.214175058
95668,36487,0.476827363,0.523172637,0.021158221,0.055992545,0.105791104,0.132430729,0.161454765,0.023542632,0.071477513,0.106229616,0.146271275,0.175651602
95669,664,0.469879518,0.530120482,0.018072289,0.100903614,0.126506024,0.102409639,0.121987952,0.024096386,0.09186747,0.125,0.144578313,0.144578313
95670,2315,0.501943844,0.498056156,0.016846652,0.084665227,0.115766739,0.150323974,0.134341253,0.027213823,0.067818575,0.126133909,0.119222462,0.157667387
95672,55558,0.494150257,0.505849743,0.031282624,0.083048346,0.158159041,0.125724468,0.095935779,0.030364664,0.079052522,0.159724972,0.123816552,0.112891033
95673,5266,0.466957843,0.533042157,0.006076719,0.080896316,0.090011394,0.187998481,0.101974934,0.013862514,0.078997341,0.098366882,0.164071401,0.177744018
95674,16636,0.491945179,0.508054821,0.035705698,0.088903583,0.149735513,0.140298149,0.077302236,0.035405145,0.098280837,0.12352729,0.14047848,0.110363068
95675,767,0.479791395,0.520208605,0.020860495,0.083441982,0.099087353,0.138200782,0.138200782,0.035202086,0.08083442,0.127770535,0.143415906,0.132985658
95677,566,0.522968198,0.477031802,0.037102473,0,0.0795053,0.148409894,0.25795053,0,0,0.151943463,0.233215548,0.091872792
95678,25477,0.483848177,0.516151823,0.023040389,0.095929662,0.149389646,0.130313616,0.085174864,0.02307964,0.086077639,0.141696432,0.143227225,0.122070887
95679,42053,0.492830476,0.507169524,0.034052267,0.078115711,0.163436616,0.131952536,0.085273346,0.028654317,0.08211067,0.160606853,0.134806078,0.100991606
95680,56,0.553571429,0.446428571,0,0.303571429,0,0.25,0,0,0,0,0.446428571,0
95681,10,0,1,0,0,0,0,0,0,0,0,0,1
95682,1246,0.504012841,0.495987159,0,0.145264848,0.041733547,0.147672552,0.169341894,0.125200642,0.01364366,0.157303371,0.106741573,0.093097913
95683,30314,0.491225176,0.508774824,0.022926701,0.080292934,0.124496932,0.122484661,0.141023949,0.01834136,0.076202415,0.10958633,0.136141717,0.168503002
95684,6326,0.467910212,0.532089788,0.012013911,0.084097376,0.080461587,0.111444831,0.179892507,0.025292444,0.063863421,0.073031932,0.17119823,0.198703762
95685,3129,0.480345158,0.519654842,0.007989773,0.065196548,0.085969958,0.09012464,0.231064238,0,0.052093321,0.08980505,0.128795142,0.248961329
95686,4665,0.451018221,0.548981779,0.015648446,0.061950697,0.120042872,0.109539121,0.143837085,0.048445874,0.074169346,0.099249732,0.124115756,0.203001072
95687,1262,0.537242472,0.462757528,0.038827258,0.163232964,0.14659271,0.099049128,0.089540412,0.030903328,0.109350238,0.141838352,0.099049128,0.081616482
95688,69060,0.526715899,0.473284101,0.027555749,0.07942369,0.178062554,0.147205329,0.094468578,0.025470605,0.084289024,0.137865624,0.112395019,0.113263829
95689,37260,0.497101449,0.502898551,0.034406871,0.087412775,0.134380032,0.139425658,0.101476114,0.027777778,0.083816425,0.140499195,0.141384863,0.10942029
95690,1698,0.554770318,0.445229682,0.022968198,0.068315665,0.080094229,0.119552415,0.263839812,0,0.062426384,0.047114252,0.123674912,0.212014134
95691,2215,0.528668172,0.471331828,0.018058691,0.108803612,0.16523702,0.095711061,0.140857788,0.030699774,0.085778781,0.148532731,0.10248307,0.103837472
95692,38690,0.482398553,0.517601447,0.039932799,0.089687258,0.170793487,0.109382269,0.07260274,0.034634272,0.097673818,0.162936159,0.131610235,0.090746963
95693,5251,0.512854694,0.487145306,0.017139592,0.076556846,0.138640259,0.172729004,0.107788993,0.019615311,0.087031042,0.123595506,0.148162255,0.108741192
95694,7037,0.48983942,0.51016058,0.0260054,0.078584624,0.089242575,0.146937615,0.149069206,0.019326418,0.081710956,0.092795225,0.175074606,0.141253375
95695,10495,0.501953311,0.498046689,0.049261553,0.078989995,0.148261077,0.11786565,0.107575036,0.031634111,0.099761791,0.141305384,0.137684612,0.087660791
95697,41278,0.488395756,0.511604244,0.025776443,0.093996802,0.144532196,0.126847231,0.097243083,0.033528756,0.084694026,0.149304714,0.1180532,0.126023548
95698,183,0.639344262,0.360655738,0,0,0.229508197,0.092896175,0.316939891,0,0.076502732,0,0.142076503,0.142076503
95699,148,0.628378378,0.371621622,0,0,0.141891892,0.418918919,0.067567568,0,0,0,0.175675676,0.195945946
95701,21,0.952380952,0.047619048,0,0,0,0.095238095,0.857142857,0,0,0,0.047619048,0
95703,915,0.499453552,0.500546448,0.004371585,0.042622951,0.054644809,0.142076503,0.255737705,0.030601093,0.059016393,0.083060109,0.137704918,0.190163934
95709,831,0.528279182,0.471720818,0.008423586,0.016847172,0.163658243,0.119133574,0.220216606,0,0.019253911,0.104693141,0.140794224,0.206979543
95713,5498,0.525100036,0.474899964,0.017460895,0.089305202,0.090396508,0.156602401,0.171335031,0.012731903,0.086213168,0.070025464,0.148781375,0.157148054
95714,10472,0.514705882,0.485294118,0.017284186,0.065317036,0.141042781,0.158135982,0.132925898,0.019766998,0.0710466,0.097975554,0.137509549,0.158995416
95715,522,0.446360153,0.553639847,0.021072797,0.051724138,0.036398467,0.103448276,0.233716475,0,0.0651341,0.19348659,0.137931034,0.157088123
95717,104,0.567307692,0.432692308,0.057692308,0.125,0.076923077,0.038461538,0.269230769,0,0.134615385,0.067307692,0.125,0.105769231
95720,176,0.585227273,0.414772727,0,0.034090909,0.153409091,0.079545455,0.318181818,0,0.079545455,0.102272727,0.051136364,0.181818182
95721,103,0.446601942,0.553398058,0,0.116504854,0.038834951,0.165048544,0.126213592,0.116504854,0,0.038834951,0.184466019,0.213592233
95722,0,0,0,0,0,0,0,0,0,0,0,0,0
95724,5123,0.493656061,0.506343939,0.02186219,0.04060121,0.091938317,0.162600039,0.176654304,0.023423775,0.076908062,0.078274449,0.153816123,0.17392153
95726,22,1,0,0,0.227272727,0.545454545,0.227272727,0,0,0,0,0,0
95728,8449,0.483962599,0.516037401,0.025328441,0.068765534,0.095040833,0.155758078,0.139069712,0.027813942,0.059770387,0.127825778,0.142857143,0.15777015
95735,231,0.523809524,0.476190476,0,0.077922078,0.16017316,0.186147186,0.0995671,0,0.103896104,0.038961039,0.333333333,0
95736,12,0.583333333,0.416666667,0,0,0,0.333333333,0.25,0,0.25,0,0.166666667,0
95742,289,0.297577855,0.702422145,0,0,0.214532872,0.027681661,0.055363322,0,0,0.508650519,0.138408304,0.055363322
95746,12472,0.517158435,0.482841565,0.064704939,0.100705581,0.161561899,0.134862091,0.055323926,0.03832585,0.099823605,0.158033996,0.112331623,0.074326491
95747,23934,0.48424835,0.51575165,0.016420155,0.109300577,0.07123757,0.15902064,0.128269408,0.025821008,0.092880421,0.102782652,0.163365923,0.130901646
95757,66931,0.482960063,0.517039937,0.030927373,0.099460639,0.1274148,0.128908876,0.096248375,0.025937159,0.098922771,0.126010369,0.136349375,0.129820263
95758,50727,0.492913044,0.507086956,0.031363968,0.114633233,0.139097522,0.141995387,0.065822935,0.029944605,0.108206675,0.129911093,0.144755259,0.094269324
95762,65811,0.475923478,0.524076522,0.034447129,0.087432192,0.143365091,0.132971692,0.077707374,0.032350215,0.094178785,0.144914984,0.146434487,0.106198052
95765,43052,0.491893524,0.508106476,0.028872062,0.107521137,0.092817988,0.152838428,0.10984391,0.024017467,0.099902444,0.096859612,0.166867974,0.12045898
95776,39214,0.484673841,0.515326159,0.029657775,0.11605549,0.127836997,0.143596675,0.067526904,0.027082165,0.104171979,0.137119396,0.155760698,0.091191921
95811,23911,0.498766258,0.501233742,0.035339384,0.087198361,0.168667141,0.146125214,0.061436159,0.037681402,0.093722554,0.160846472,0.13838819,0.070595124
95814,6294,0.512710518,0.487289482,0.028916428,0.036860502,0.275500477,0.112964728,0.058468383,0.019701303,0.020813473,0.281379091,0.087384811,0.078010804
95815,11908,0.578938529,0.421061471,0.00856567,0.027460531,0.309287874,0.124202217,0.109422237,0.016879409,0.011672825,0.219516292,0.067853544,0.105139402
95816,25673,0.515093678,0.484906322,0.036964905,0.10423402,0.191251509,0.113855023,0.068788221,0.026564874,0.102364352,0.16507615,0.12250224,0.068398707
95817,17199,0.471422757,0.528577243,0.021280307,0.014186871,0.249026106,0.094249666,0.092679807,0.024885168,0.027443456,0.269666841,0.097854526,0.108727252
95818,13758,0.456752435,0.543247565,0.022241605,0.050661433,0.206716092,0.108882105,0.068251199,0.017008286,0.057348452,0.229975287,0.127344091,0.111571449
95819,21625,0.463815029,0.536184971,0.024878613,0.070843931,0.128739884,0.129248555,0.110104046,0.046797688,0.066080925,0.172855491,0.121618497,0.12883237
95820,19890,0.468024133,0.531975867,0.044997486,0.059074912,0.161588738,0.106485671,0.095877325,0.023831071,0.061085973,0.199095023,0.125842132,0.122121669
95821,36437,0.489365206,0.510634794,0.026291956,0.074676839,0.181656009,0.117408129,0.089332272,0.036528803,0.091061284,0.162499657,0.122759832,0.097785218
95822,35812,0.473891433,0.526108567,0.040908076,0.090277002,0.138891992,0.108064336,0.095750028,0.036747459,0.082542165,0.152658327,0.123534011,0.130626606
95823,44741,0.495831564,0.504168436,0.033705103,0.09599696,0.150823629,0.120269998,0.095035873,0.030553631,0.083927494,0.131199571,0.129769116,0.128718625
95824,79440,0.485913897,0.514086103,0.040999496,0.103121853,0.162462236,0.104393253,0.074937059,0.04164149,0.108282981,0.163293051,0.118592649,0.082275932
95825,30296,0.498250594,0.501749406,0.039147082,0.101135463,0.15797465,0.130908371,0.069085028,0.040929496,0.104436229,0.147808292,0.120312913,0.088262477
95826,37473,0.474715128,0.525284872,0.04560617,0.073039255,0.180449924,0.103114242,0.072505537,0.031569397,0.06439303,0.2269901,0.09924479,0.103087556
95827,39145,0.485911355,0.514088645,0.028611572,0.071912122,0.184340273,0.115723592,0.085323796,0.02707881,0.065551156,0.199208073,0.120245242,0.102005365
95828,20666,0.514758541,0.485241459,0.043598181,0.08724475,0.184118843,0.115455337,0.08434143,0.026758928,0.063727862,0.155859866,0.121891029,0.117003774
95829,58717,0.487627093,0.512372907,0.029429296,0.094333839,0.147282729,0.125227788,0.091353441,0.02970179,0.09457227,0.148985813,0.132414803,0.10669823
95830,28264,0.486979904,0.513020096,0.027596943,0.100658081,0.147820549,0.134977356,0.075926974,0.034956128,0.101577979,0.145414662,0.147325219,0.083746108
95831,734,0.498637602,0.501362398,0,0.065395095,0.064032698,0.177111717,0.192098093,0,0.032697548,0.064032698,0.254768392,0.14986376
95832,43094,0.468580313,0.531419687,0.031953404,0.064974242,0.127488746,0.111616466,0.132547454,0.034482759,0.050772729,0.152318188,0.133104376,0.160741635
95833,12114,0.507181773,0.492818227,0.046887898,0.110780915,0.176737659,0.103516592,0.069258709,0.035661218,0.102526003,0.160640581,0.104837378,0.089153046
95834,39905,0.492494675,0.507505325,0.036386418,0.084676106,0.200476131,0.10778098,0.063175041,0.040897131,0.081794261,0.197694524,0.111464729,0.07565468
95835,30076,0.482012236,0.517987764,0.033082857,0.094992685,0.175156271,0.11813406,0.060646363,0.05702221,0.084419471,0.176885224,0.126745578,0.072915281
95837,40170,0.483943241,0.516056759,0.028329599,0.104306697,0.135474235,0.136470002,0.079362708,0.028503859,0.093328354,0.14742345,0.143714215,0.103086881
95838,300,0.62,0.38,0,0.05,0.013333333,0.423333333,0.133333333,0,0.066666667,0.056666667,0.173333333,0.083333333
95841,39053,0.502701457,0.497298543,0.038921466,0.110311628,0.183314982,0.108314342,0.061839039,0.02680972,0.117302128,0.161088777,0.121219881,0.070878038
95842,21229,0.461208724,0.538791276,0.039851147,0.063545151,0.184370437,0.112346319,0.061095671,0.045880635,0.070563851,0.180319374,0.117056856,0.124970559
95843,33522,0.472286856,0.527713144,0.040749359,0.093908478,0.161088241,0.111180717,0.065360062,0.041614462,0.091730804,0.177525207,0.131316747,0.085525923
95864,47823,0.492879995,0.507120005,0.042824582,0.109361604,0.154674529,0.120590511,0.065428769,0.035965958,0.107876963,0.155866424,0.137193401,0.070217259
95901,23352,0.482742378,0.517257622,0.024366221,0.076481672,0.113523467,0.139131552,0.129239466,0.021240151,0.091512504,0.101875642,0.148552587,0.154076739
95903,33455,0.500822,0.499178,0.046121656,0.095112838,0.175579136,0.105096398,0.078911971,0.039426095,0.091555821,0.167538485,0.107099088,0.093558511
95910,1653,0.598911071,0.401088929,0.040532365,0.092558984,0.445251059,0.020568663,0,0.044162129,0.058076225,0.265577737,0.030248034,0.003024803
95912,123,0.56097561,0.43902439,0,0,0.260162602,0.048780488,0.25203252,0,0,0,0.43902439,0
95914,5380,0.514869888,0.485130112,0.028624535,0.118773234,0.156877323,0.127881041,0.082713755,0.044609665,0.087546468,0.162825279,0.105576208,0.084572491
95915,752,0.527925532,0.472074468,0.021276596,0.159574468,0.027925532,0.078457447,0.240691489,0.018617021,0.061170213,0.058510638,0.156914894,0.176861702
95916,0,0,0,0,0,0,0,0,0,0,0,0,0
95917,1359,0.545253863,0.454746137,0.016188374,0.037527594,0.155261221,0.137601177,0.198675497,0.008830022,0.064753495,0.055923473,0.111111111,0.214128035
95918,3717,0.548560667,0.451439333,0.029324724,0.114339521,0.17621738,0.125369922,0.10330912,0.020715631,0.080979284,0.117836965,0.14070487,0.091202583
95919,2915,0.59245283,0.40754717,0.016809605,0.169468268,0.085077187,0.123156089,0.197941681,0.022298456,0.026415094,0.051801029,0.099828473,0.207204117
95920,971,0.541709578,0.458290422,0,0.129763131,0.058702369,0.14315139,0.210092688,0,0.062821833,0.06900103,0.145211123,0.181256437
95922,315,0.488888889,0.511111111,0.038095238,0.073015873,0.123809524,0.098412698,0.155555556,0.012698413,0.050793651,0.155555556,0.149206349,0.142857143
95923,831,0.460890493,0.539109507,0.007220217,0.066185319,0.070998797,0.104693141,0.21179302,0.032490975,0.174488568,0.111913357,0.080625752,0.139590854
95925,28,0.392857143,0.607142857,0,0,0,0.107142857,0.285714286,0,0,0,0.107142857,0.5
95926,276,0.507246377,0.492753623,0,0,0.369565217,0.032608696,0.105072464,0.057971014,0.057971014,0.123188406,0.079710145,0.173913043
95928,40000,0.486675,0.513325,0.0242,0.072,0.220375,0.0952,0.0749,0.021775,0.065275,0.22475,0.097825,0.1037
95930,37735,0.497919703,0.502080297,0.021438982,0.063839936,0.213859812,0.104253346,0.094527627,0.023479528,0.06087187,0.210812243,0.090261031,0.116655625
95932,72,0.527777778,0.472222222,0,0,0,0,0.527777778,0,0,0,0,0.472222222
95934,7633,0.526529543,0.473470457,0.041137168,0.094196253,0.153936853,0.128258876,0.109000393,0.025939997,0.094196253,0.129699987,0.115550897,0.108083322
95935,146,0.664383562,0.335616438,0,0,0.171232877,0.287671233,0.205479452,0,0,0,0.150684932,0.184931507
95936,261,0.348659004,0.651340996,0,0,0.16091954,0,0.187739464,0.210727969,0,0.383141762,0,0.057471264
95937,158,0.525316456,0.474683544,0,0.113924051,0.094936709,0.075949367,0.240506329,0,0.094936709,0.113924051,0,0.265822785
95938,1540,0.473376623,0.526623377,0.070779221,0.1,0.129220779,0.076623377,0.096753247,0.032467532,0.083116883,0.144805195,0.106493506,0.15974026
95939,4446,0.471434998,0.528565002,0.014844804,0.121682411,0.116509222,0.143049933,0.075348628,0.014844804,0.113135403,0.145973909,0.133378318,0.121232569
95941,605,0.557024793,0.442975207,0.019834711,0.019834711,0.25785124,0.157024793,0.102479339,0.024793388,0.125619835,0.105785124,0.084297521,0.102479339
95942,775,0.523870968,0.476129032,0.082580645,0.064516129,0.12,0.051612903,0.20516129,0,0.059354839,0.076129032,0.025806452,0.31483871
95943,934,0.50856531,0.49143469,0,0.017130621,0.085653105,0.087794433,0.317987152,0,0.005353319,0.098501071,0.155246253,0.232334047
95944,871,0.605051665,0.394948335,0.020665901,0.134328358,0.190585534,0.164179104,0.095292767,0.025258324,0.090700344,0.068886338,0.104477612,0.105625718
95945,26,0.538461538,0.461538462,0,0,0,0,0.538461538,0,0,0,0,0.461538462
95946,25381,0.464520704,0.535479296,0.023836728,0.067018636,0.115874079,0.107442575,0.150348686,0.019739175,0.05878413,0.11756826,0.115519483,0.223868248
95947,8977,0.4841261,0.5158739,0.011250975,0.059485351,0.094686421,0.102595522,0.216107831,0.010693996,0.053804166,0.076751699,0.133006572,0.241617467
95948,1657,0.490042245,0.509957755,0.009656005,0.035003018,0.108630054,0.109837055,0.226916113,0.016294508,0.065178033,0.085093543,0.117079059,0.226312613
95949,11917,0.499454561,0.500545439,0.033062012,0.106738273,0.136275908,0.121674918,0.101703449,0.042963833,0.104976085,0.143156835,0.111940925,0.097507762
95950,21036,0.486214109,0.513785891,0.019062559,0.063510173,0.102490968,0.125451607,0.175698802,0.025385054,0.061751284,0.093553908,0.127590797,0.205504849
95951,350,0.462857143,0.537142857,0.062857143,0.168571429,0.131428571,0.051428571,0.048571429,0.068571429,0.082857143,0.105714286,0.168571429,0.111428571
95953,2686,0.512658228,0.487341772,0.048399106,0.140357409,0.14556962,0.123976173,0.05435592,0.039091586,0.096798213,0.165301564,0.113179449,0.072970961
95954,10925,0.509382151,0.490617849,0.037803204,0.122379863,0.145629291,0.116338673,0.087231121,0.04173913,0.09784897,0.130434783,0.114050343,0.106544622
95955,12371,0.465200873,0.534799127,0.0245736,0.03726457,0.11599709,0.123999677,0.163365936,0.028534476,0.069355751,0.125616361,0.144693234,0.166599305
95956,1386,0.549062049,0.450937951,0.04978355,0.085137085,0.163780664,0.164502165,0.085858586,0.022366522,0.095238095,0.088023088,0.130591631,0.114718615
95957,348,0.474137931,0.525862069,0,0,0.057471264,0.227011494,0.189655172,0.060344828,0.051724138,0.077586207,0.135057471,0.201149425
95959,879,0.546075085,0.453924915,0.045506257,0.12741752,0.110352673,0.146757679,0.116040956,0.007963595,0.103526735,0.124004551,0.118316268,0.100113766
95960,18343,0.527776263,0.472223737,0.023115085,0.051899907,0.122390013,0.130185902,0.200185357,0.017172763,0.053862509,0.086736085,0.120645478,0.193806902
95961,684,0.554093567,0.445906433,0,0.05994152,0.19005848,0.217836257,0.08625731,0.045321637,0.011695906,0.111111111,0.138888889,0.138888889
95962,28489,0.504686019,0.495313981,0.043736179,0.116466004,0.167678753,0.113236688,0.063568395,0.040296255,0.108427814,0.156446348,0.114746042,0.075397522
