,ZCTA5,insurance_access,ARTHRITIS_CrudePrev,DRINKING,BPHIGH_CrudePrev,CANCER_CrudePrev,CASTHMA_CrudePrev,CHD_CrudePrev,COPD_CrudePrev,HIGHCHOL_CrudePrev,CSMOKING_CrudePrev,DIABETES_CrudePrev,OBESITY_CrudePrev,STROKE_CrudePrev
7586,14847,9.8,29.5,18.4,31.4,8.3,9.9,6.8,8.4,34.3,18.2,10.1,29.7,3.4
7587,27826,25.1,22.1,19.3,37.3,4.8,9.2,6.0,7.7,30.0,28.0,11.9,42.1,3.8
7588,27574,17.4,30.2,14.8,38.3,7.5,10.0,7.4,9.0,35.4,22.2,13.4,38.0,4.4
7589,8091,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
7590,4779,13.7,37.4,12.2,46.4,10.3,11.9,10.8,12.9,42.3,20.1,14.9,39.7,5.0
7591,23310,14.9,33.1,12.9,44.0,8.3,10.5,8.0,9.2,35.5,17.8,15.5,37.9,5.0
7592,12960,12.1,29.2,19.0,35.9,8.2,10.6,7.7,10.1,35.2,22.0,11.5,33.2,3.9
7593,14707,11.0,26.5,21.0,30.7,7.5,10.4,6.6,8.8,32.0,21.4,9.8,32.1,3.4
7594,8001,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
7595,12924,10.8,28.3,18.2,34.9,8.0,11.0,7.6,9.3,33.8,19.7,11.2,35.7,3.7
7596,4413,18.0,38.7,14.7,46.0,10.1,11.8,11.5,14.5,38.7,24.8,14.5,36.5,5.6
7597,5458,7.5,24.8,19.7,29.5,7.5,9.5,5.1,5.8,30.5,14.7,7.4,26.1,2.7
7598,8620,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
7599,27344,25.8,28.4,14.2,35.1,7.0,9.9,7.4,9.0,33.8,21.7,13.2,36.5,4.3
7600,12054,6.3,23.9,19.3,26.8,8.6,9.0,5.2,5.5,33.7,11.0,7.7,27.3,2.6
7601,17249,12.2,33.7,17.1,36.8,8.7,10.7,8.1,9.8,35.2,23.5,11.6,35.8,4.2
7602,23354,15.2,37.9,11.9,45.4,10.1,10.0,10.1,11.4,40.7,18.5,15.8,36.6,5.3
7603,15042,8.9,33.3,18.8,34.0,8.3,10.6,6.6,7.7,36.1,20.1,10.0,36.7,3.4
7604,8805,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
7605,22980,14.0,30.4,14.9,37.4,8.0,10.1,7.2,9.1,35.5,20.3,12.0,34.5,3.9
7606,29642,14.0,28.1,18.3,34.6,7.5,9.0,6.1,7.0,36.7,17.3,10.2,31.9,3.2
7607,6084,6.6,23.0,19.2,28.1,7.3,8.8,4.5,4.8,31.2,12.2,7.0,26.3,2.3
7608,22192,12.2,21.0,17.0,28.8,5.5,8.9,4.0,5.0,28.2,14.6,8.6,29.5,2.4
7609,15642,7.9,31.5,19.9,32.1,8.3,9.5,6.0,6.6,34.8,17.9,9.1,34.8,3.1
7610,5041,9.6,24.0,19.4,27.1,6.7,10.6,5.5,6.9,29.5,17.2,8.0,32.7,2.9
7611,26582,13.3,41.2,11.3,43.6,8.5,11.1,10.3,12.8,39.1,28.1,15.3,42.3,4.6
7612,2155,7.3,21.0,21.0,25.2,6.8,9.8,4.8,4.7,26.2,12.4,6.8,22.6,2.5
7613,12421,9.8,34.1,16.5,37.3,10.0,10.0,8.6,9.8,39.9,17.9,12.3,32.4,4.2
7614,3873,10.2,22.9,18.9,28.1,6.4,10.1,4.5,5.5,30.0,16.5,7.2,29.1,2.4
7615,29540,22.2,30.6,15.5,45.4,6.2,11.7,7.5,9.6,35.7,25.6,16.9,42.4,5.2
7616,8246,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
7617,5735,9.9,23.7,20.2,25.1,5.6,11.6,5.1,6.6,25.8,17.5,7.2,30.5,2.7
7618,11208,25.4,16.5,16.8,29.9,4.2,9.8,5.1,6.2,25.6,17.1,12.8,30.7,3.6
7619,18333,11.7,31.6,17.3,34.2,8.8,10.2,7.4,8.0,33.1,20.2,11.0,33.7,4.0
7620,25247,14.0,37.7,14.2,41.2,6.9,11.8,8.8,11.9,36.1,27.9,14.0,44.5,4.0
7621,28681,18.1,29.2,15.5,34.7,7.6,9.7,7.4,9.4,35.5,22.9,11.7,34.0,3.9
7622,19504,9.3,28.4,19.0,30.7,7.5,10.2,5.7,7.0,32.6,20.2,8.9,32.4,3.0
7623,17901,11.5,32.3,17.0,35.8,8.4,10.8,7.7,9.2,34.9,23.7,11.0,34.2,4.0
7624,18036,8.0,28.8,18.3,32.1,8.1,9.5,5.9,6.5,34.3,16.9,9.2,33.6,3.0
7625,7071,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
7626,27207,17.3,32.1,14.2,37.7,8.0,9.8,8.0,9.6,35.9,22.1,13.3,35.4,4.5
7627,7863,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
7628,28544,20.9,18.2,19.7,25.8,3.6,10.6,3.9,5.9,20.5,21.0,8.2,34.2,2.5
7629,11223,16.6,19.5,17.6,28.0,6.5,8.6,6.3,7.3,29.9,15.3,10.0,21.8,3.4
7630,14505,11.1,26.2,19.9,30.5,7.3,10.4,6.0,8.4,33.4,20.2,9.4,32.2,3.1
7631,28396,18.8,32.1,13.3,42.3,7.4,11.1,8.1,9.8,37.0,24.4,16.2,40.3,5.2
7632,24981,12.4,43.1,11.3,47.7,9.0,11.1,11.2,12.8,40.7,24.1,17.4,45.0,5.2
7633,11715,7.3,21.9,20.6,26.1,7.7,8.8,4.6,5.5,30.2,13.0,7.0,24.0,2.3
7634,6608,31.9,18.9,13.8,31.5,4.1,10.9,5.3,6.3,28.0,19.4,13.8,35.1,3.6
7635,17074,11.4,30.5,18.4,33.6,7.4,10.8,6.8,8.6,33.2,22.9,10.3,35.0,3.5
7636,15349,11.0,32.1,18.0,35.4,8.1,10.4,7.0,8.6,33.9,23.1,10.6,37.1,3.7
7637,11735,10.5,22.2,20.4,27.9,7.6,9.0,5.1,6.0,32.4,13.7,8.8,26.1,2.6
7638,27302,16.1,26.8,15.9,34.6,6.9,9.7,6.0,7.4,33.0,19.1,11.1,36.1,3.5
7639,6907,10.9,19.6,17.4,26.0,6.6,8.5,4.1,4.5,28.7,12.2,7.2,23.7,2.3
7640,28138,16.7,28.6,16.1,32.7,7.3,9.7,6.7,8.7,34.5,22.0,10.4,33.0,3.5
7641,14783,13.5,32.0,16.6,39.2,8.1,12.7,10.8,13.3,35.6,30.4,17.7,39.6,6.1
7642,3751,9.5,26.7,15.7,28.9,8.5,9.8,5.6,6.0,30.5,14.6,8.3,28.8,2.9
7643,17365,9.9,29.3,19.8,31.3,8.0,9.8,6.2,7.6,32.6,20.3,9.1,33.7,3.3
7644,12036,11.5,30.3,17.5,34.9,8.6,10.7,7.8,9.8,37.3,19.9,11.7,35.7,3.8
7645,4619,16.0,34.2,16.9,40.3,9.4,11.3,8.8,11.2,35.6,20.8,11.7,33.3,4.4
7646,23130,12.1,34.6,14.4,40.1,9.7,9.5,8.4,10.2,38.3,18.3,13.0,32.6,4.3
7647,13680,11.9,28.4,20.5,32.9,7.1,10.8,6.6,9.5,32.7,21.9,10.5,34.8,3.4
7648,16239,20.8,23.8,20.9,34.8,5.0,10.2,6.4,8.2,30.9,29.0,10.9,41.4,3.6
7649,16116,10.5,31.8,17.2,34.8,8.5,10.4,7.2,8.6,33.7,21.5,10.7,34.1,3.8
7650,28006,16.2,30.4,14.9,36.5,7.9,9.8,7.6,9.8,37.2,22.9,11.7,33.9,3.9
7651,12309,7.1,24.8,19.4,28.7,8.4,9.0,5.3,5.6,34.5,12.1,8.3,29.3,2.6
7652,22911,9.1,25.0,18.2,29.2,7.8,8.5,5.1,5.6,31.2,13.4,8.7,26.7,2.7
7653,22947,8.7,30.6,15.7,35.5,9.4,8.6,6.6,7.0,38.1,13.5,11.2,28.7,3.5
7654,7675,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
7655,15845,11.3,33.1,16.9,36.2,8.6,10.4,7.7,9.1,35.2,23.2,11.1,36.7,4.0
7656,27043,17.5,31.2,15.2,36.0,7.8,10.0,7.8,10.1,36.5,24.2,12.2,35.8,4.1
7657,14059,7.2,28.4,19.5,31.8,9.0,9.5,6.1,7.1,35.0,14.6,9.1,29.0,3.0
7658,13488,10.9,33.4,18.5,33.8,8.5,10.4,8.4,10.4,36.2,21.7,12.1,32.6,4.0
7659,24149,11.4,29.2,16.5,34.8,7.8,9.5,6.4,8.2,33.3,19.6,10.4,31.8,3.3
7660,25617,13.8,45.4,11.3,49.5,8.5,11.7,11.5,14.7,41.3,28.6,17.7,46.0,5.1
7661,17748,10.2,34.9,16.0,38.9,9.7,10.1,8.1,8.9,37.1,19.6,11.6,32.9,4.1
7662,25061,14.2,41.0,13.1,49.5,8.1,12.2,11.3,13.7,42.6,30.3,16.1,42.7,4.9
7663,13159,8.6,25.6,21.8,28.8,7.4,9.9,5.5,6.8,33.4,16.2,8.3,30.8,2.8
7664,4989,13.3,30.2,16.1,33.0,8.5,10.5,7.0,8.8,32.4,19.7,9.6,35.0,3.4
7665,10964,7.9,26.0,13.9,31.1,9.5,8.3,6.5,6.0,35.5,9.8,9.6,22.4,3.1
7666,6108,18.1,23.4,14.4,32.8,5.7,11.9,5.8,6.8,31.1,19.1,11.6,36.0,3.5
7667,17061,11.4,32.6,17.7,34.1,8.7,10.8,7.6,9.0,35.6,21.5,10.4,34.0,3.9
7668,6355,7.1,29.6,16.2,33.0,9.4,9.6,6.0,5.8,36.0,10.9,8.8,28.1,3.0
7669,25846,16.3,48.5,10.0,53.4,9.0,12.4,14.6,17.0,41.0,31.1,23.1,44.5,7.2
7670,17864,13.5,30.4,18.7,32.4,7.0,11.5,6.8,9.2,32.3,25.8,10.2,35.3,3.6
7671,23915,16.9,24.9,18.4,36.8,5.2,9.5,5.7,7.2,29.9,23.2,12.3,44.7,3.7
7672,18832,11.5,31.6,18.3,33.2,7.6,10.8,6.9,8.7,33.0,23.6,10.4,37.7,3.6
7673,26508,9.4,28.9,18.0,32.9,6.5,10.3,5.8,6.9,30.6,18.6,9.5,37.5,2.6
7674,27927,9.5,29.3,15.6,34.8,9.2,8.0,6.4,6.5,38.0,13.0,10.1,29.7,3.1
7675,10302,19.2,19.3,16.6,28.3,5.5,10.4,5.1,6.2,27.1,17.7,10.8,33.3,3.0
7676,5143,9.1,30.1,16.5,31.2,8.3,10.1,6.8,7.7,31.1,16.4,9.1,27.6,3.5
7677,13820,10.4,22.4,23.3,23.1,6.1,10.8,5.2,6.7,26.8,16.0,7.5,26.1,2.7
7678,14878,11.2,30.2,17.4,36.2,8.3,10.7,8.0,10.2,36.1,21.2,11.7,33.5,3.9
7679,27890,24.5,35.7,10.5,50.6,7.5,12.3,10.5,12.3,36.7,26.0,21.4,46.9,7.4
7680,14469,8.7,26.1,19.9,31.4,7.8,9.9,5.7,7.4,33.0,17.1,8.9,32.1,2.9
7681,23421,22.6,32.7,12.9,45.0,7.5,11.3,9.4,11.9,35.3,24.5,17.3,42.9,5.9
7682,2894,7.6,22.9,21.6,26.2,6.4,10.7,4.3,5.8,26.0,17.4,7.0,26.3,2.2
7683,13615,9.4,25.0,19.5,31.1,7.8,9.8,5.7,7.2,31.7,17.8,8.6,30.4,2.8
7684,4961,14.6,32.0,16.5,37.2,8.9,11.2,8.7,11.0,37.9,21.9,11.9,33.0,4.2
7685,3280,11.6,29.9,15.0,33.3,8.7,10.2,7.0,7.9,34.0,18.5,10.4,32.1,3.5
7686,11420,19.3,18.4,15.0,29.2,5.0,9.8,5.2,6.3,29.6,16.0,12.6,26.9,3.4
7687,16744,10.7,31.4,18.9,32.7,7.7,10.6,6.5,8.1,33.1,22.9,10.1,35.0,3.4
7688,27563,21.6,32.1,13.0,44.5,7.3,11.2,8.3,10.0,35.9,23.7,17.1,42.0,5.7
7689,4257,14.8,30.0,18.0,33.0,8.4,11.2,7.4,9.6,32.7,20.4,10.1,33.3,3.8
7690,16201,11.0,32.9,17.4,34.6,8.5,10.5,7.3,8.9,32.9,22.1,11.0,35.4,3.9
7691,3838,10.5,31.2,16.3,33.7,9.1,10.0,7.5,7.7,35.7,16.3,10.1,29.9,3.5
7692,12159,6.9,24.2,18.7,27.4,8.6,9.0,5.4,5.7,34.1,11.6,8.1,27.1,2.7
7693,14214,11.5,20.8,20.1,28.8,5.0,11.4,4.7,6.3,25.9,17.0,9.8,32.0,3.1
7694,5452,7.2,23.0,20.6,23.9,6.6,9.5,4.4,5.0,26.9,12.1,6.4,22.6,2.4
7695,10969,9.0,23.8,19.3,28.2,7.4,8.9,5.1,5.7,32.9,14.1,7.8,28.7,2.5
7696,6513,20.5,22.9,14.8,32.6,5.7,11.9,5.4,6.7,30.5,19.4,12.4,37.1,3.4
7697,23175,11.9,36.9,13.5,44.9,9.9,9.9,8.7,9.9,40.2,18.4,15.4,35.6,4.9
7698,21051,7.1,27.0,15.9,32.8,8.5,8.6,5.4,5.9,35.5,13.0,8.5,29.3,2.8
7699,27401,23.0,21.1,14.1,34.1,4.4,12.4,5.5,7.2,24.2,22.4,12.6,39.1,4.3
7700,23169,12.6,35.0,14.1,43.1,9.0,10.2,8.3,9.8,38.2,19.5,14.8,36.1,4.7
7701,21405,4.9,31.3,14.5,37.2,10.4,7.8,6.6,5.6,39.6,9.8,10.5,28.7,2.9
7702,29412,11.9,21.7,25.1,29.6,6.9,8.9,5.0,4.9,31.9,13.3,8.2,26.9,2.7
7703,4259,14.6,29.4,16.5,32.1,7.8,10.9,6.6,9.1,32.1,21.5,9.4,35.8,3.3
7704,20637,8.9,26.9,16.0,35.2,7.0,9.4,5.0,6.3,34.6,16.9,10.6,41.2,2.8
7705,2748,7.2,29.4,17.1,33.7,9.8,9.9,7.0,7.2,33.1,14.5,9.2,28.9,3.4
7706,8069,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
7707,8511,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
7708,8077,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
7709,19060,7.2,25.9,19.0,31.0,7.5,9.2,5.1,5.4,32.0,14.4,8.2,29.1,2.6
7710,26271,10.2,39.0,12.8,42.6,8.9,10.5,9.4,10.2,39.0,20.0,13.6,39.4,4.0
7711,23023,13.4,31.3,14.7,39.1,8.1,9.6,7.3,8.9,37.0,19.4,13.0,36.6,4.0
7712,8533,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
7713,8884,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
7714,2054,6.1,23.1,23.6,25.4,7.4,9.3,4.6,5.0,31.3,12.7,7.2,22.5,2.3
7715,16423,11.4,28.9,17.7,32.5,7.2,10.8,6.7,8.7,33.2,24.0,9.9,36.1,3.5
7716,23141,10.6,27.4,16.9,33.7,7.1,9.4,5.3,6.9,34.0,18.2,9.9,32.7,3.0
7717,25547,15.4,44.3,11.5,48.5,7.7,12.4,11.4,15.5,39.6,31.0,17.7,46.9,5.1
7718,5769,9.1,26.0,18.7,29.9,7.7,9.7,5.7,6.6,30.3,16.1,8.0,26.3,3.1
7719,5251,6.7,31.3,16.0,31.5,10.4,9.9,7.5,7.1,32.2,12.4,9.5,24.2,3.6
7720,4048,14.9,28.8,19.1,32.3,7.4,11.8,6.4,8.9,29.2,20.8,9.6,35.0,3.3
7721,29847,21.8,26.1,17.5,38.7,5.9,10.5,6.4,8.1,32.4,22.3,13.4,39.5,4.1
7722,21545,11.2,32.6,15.9,39.4,8.3,9.9,7.6,9.6,31.3,20.4,12.8,38.2,3.9
7723,7940,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
7724,3586,8.7,30.1,14.4,32.0,9.8,9.8,6.8,7.2,34.4,14.3,10.1,28.0,3.4
7725,29650,12.7,22.6,17.7,27.9,6.9,8.2,4.8,5.1,32.9,12.6,9.0,29.8,2.5
7726,13214,8.9,23.3,21.2,27.4,7.2,10.3,5.4,5.9,30.2,12.6,8.0,27.8,2.8
7727,6415,7.6,25.5,19.1,28.6,7.2,10.1,4.6,5.4,31.6,13.2,7.5,29.8,2.5
7728,28150,19.3,31.7,13.5,41.9,7.8,10.7,8.6,10.4,36.2,22.9,15.2,38.8,5.1
7729,14047,8.8,26.4,21.1,29.7,7.7,10.1,5.4,7.4,33.2,17.9,8.7,30.2,2.8
7730,11941,8.6,24.7,18.8,29.6,8.3,9.1,5.7,6.7,32.6,14.1,8.6,25.7,2.9
7731,13787,10.7,28.4,19.8,33.6,7.5,10.6,6.5,8.8,33.0,20.1,9.9,32.2,3.3
7732,22551,12.2,27.9,16.3,34.6,6.7,9.7,5.4,7.3,32.9,19.0,10.5,34.0,3.1
7733,28711,13.1,29.8,15.4,32.9,9.0,8.8,7.2,7.7,36.1,16.1,10.4,26.8,3.7
7734,6336,7.9,26.6,19.8,29.7,7.3,10.1,4.8,5.9,32.6,14.8,8.0,31.0,2.5
7735,11939,8.9,29.6,15.6,35.4,11.0,8.8,7.9,8.1,36.3,12.9,10.4,24.6,3.8
7736,17768,10.1,35.4,16.2,38.4,9.5,10.1,8.5,9.5,37.9,21.1,12.3,35.0,4.3
7737,21867,11.1,29.1,15.5,39.2,6.8,10.5,6.2,7.6,35.1,20.5,11.9,40.9,3.7
7738,8551,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
7739,1071,7.6,26.7,20.8,29.0,7.2,10.6,5.4,6.3,30.1,18.5,7.9,26.9,2.7
7740,15942,10.1,33.5,17.6,35.2,8.5,10.3,7.2,8.5,34.2,21.0,10.8,34.9,3.8
7741,8332,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
7742,26562,12.8,41.3,12.9,45.6,9.1,10.8,11.1,13.1,39.7,26.2,16.3,43.3,4.8
7743,14111,10.3,27.8,20.1,31.8,7.7,10.6,6.3,8.6,33.1,20.5,9.8,32.4,3.3
7744,24731,16.5,43.6,11.9,45.6,8.3,12.4,12.1,15.6,42.2,31.1,16.8,40.6,5.5
7745,22824,12.9,28.8,15.9,36.6,8.0,9.3,6.9,8.8,37.1,18.5,11.3,34.2,3.6
7746,7205,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
7747,29056,21.6,32.7,13.5,51.3,7.0,11.3,8.1,9.2,38.2,22.8,19.3,46.4,6.0
7748,16061,10.5,30.2,18.5,32.4,7.5,10.4,6.8,8.4,32.9,21.7,10.3,34.6,3.5
7749,8033,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
7750,17009,12.1,30.5,17.9,33.5,7.6,10.8,6.8,8.8,32.9,24.5,10.4,37.4,3.6
7751,29576,13.3,35.0,15.4,43.5,10.5,9.1,9.1,9.3,41.3,17.8,13.6,30.9,4.4
7752,10012,8.3,15.4,26.0,19.3,5.3,9.1,3.4,3.5,26.5,10.3,5.4,17.1,1.7
7753,24641,15.3,33.3,14.8,39.0,8.0,11.0,8.4,11.9,36.0,24.8,13.1,36.8,4.5
7754,14826,11.1,29.3,18.0,35.9,7.8,11.0,7.1,9.5,34.8,21.8,10.8,34.1,3.6
7755,18018,12.2,27.8,17.9,32.2,7.7,10.1,6.5,7.1,31.4,18.5,10.0,33.9,3.5
7756,20170,15.1,17.2,15.2,24.4,4.6,8.2,3.5,4.1,28.1,13.1,7.5,25.5,2.0
7757,26711,12.7,37.9,13.7,39.1,7.5,11.1,8.6,10.9,36.0,26.3,13.2,41.2,3.9
7758,23408,14.7,37.5,12.9,45.5,9.8,10.0,8.9,10.8,39.3,18.9,15.5,37.8,5.0
7759,28689,16.9,31.4,15.7,35.9,8.0,9.5,7.7,9.6,38.6,23.1,11.8,34.3,3.9
7760,23934,15.4,34.0,13.1,45.6,8.2,11.0,9.2,10.7,36.9,21.9,17.3,39.5,5.7
7761,10710,11.4,23.6,15.2,28.7,8.0,9.0,5.9,6.0,31.3,11.0,9.8,24.2,3.1
7762,2019,7.0,22.6,24.3,25.1,7.0,9.6,4.7,5.3,30.2,14.7,7.2,23.3,2.4
7763,15655,8.0,33.6,18.8,34.5,8.8,9.5,6.9,7.4,36.9,18.0,10.2,35.2,3.4
7764,22314,7.9,20.1,19.2,27.8,6.0,8.3,3.6,3.8,29.2,10.7,7.0,26.0,2.0
7765,4489,15.9,20.4,20.9,25.3,5.3,12.5,5.0,7.2,26.0,18.7,7.4,31.5,2.5
7766,23605,16.9,27.0,15.4,40.6,5.7,11.7,6.2,8.4,29.0,23.0,13.7,42.6,4.3
7767,10589,6.5,31.7,12.2,34.6,12.8,8.5,8.2,7.1,37.0,7.8,10.2,21.8,3.8
7768,1039,6.0,26.2,20.1,27.9,8.1,9.9,5.6,6.0,30.0,13.7,8.0,25.5,2.8
7769,16121,16.1,36.8,12.7,45.5,8.1,12.9,10.2,11.8,34.6,26.6,17.9,42.9,6.5
7770,5851,10.4,25.2,19.7,28.9,6.9,10.2,6.0,7.3,27.0,17.4,8.5,27.5,3.2
7771,17402,11.3,28.3,18.8,31.3,8.0,9.7,6.3,7.0,31.7,17.9,9.3,33.2,3.4
7772,19317,6.3,26.0,17.8,29.5,8.0,8.9,4.9,4.8,33.1,11.9,7.8,27.9,2.5
7773,17257,11.9,24.7,20.3,28.2,5.9,11.5,5.3,7.0,27.7,21.0,8.0,35.0,2.8
7774,5775,10.7,29.4,17.5,31.0,7.4,10.9,6.7,8.0,30.3,19.4,9.1,33.5,3.5
7775,22652,10.6,29.4,15.8,37.2,8.4,9.0,6.8,8.4,38.3,17.0,11.2,33.3,3.5
7776,16124,11.0,31.5,17.5,33.9,8.1,10.5,7.3,8.7,33.8,22.1,10.6,34.0,3.7
7777,27837,15.7,25.0,17.5,32.3,6.2,9.6,5.3,6.7,32.7,19.0,10.5,36.7,3.2
7778,13031,8.1,27.2,20.8,30.0,8.6,9.7,6.1,6.8,34.0,14.3,8.5,29.6,3.0
7779,15212,10.8,28.1,19.3,33.8,7.3,11.0,6.2,7.4,29.8,21.0,10.8,32.2,3.8
7780,4226,13.2,32.4,17.7,35.4,9.2,10.8,7.8,10.0,35.5,19.6,10.8,33.9,3.9
7781,28405,15.9,24.9,17.8,32.7,7.0,9.4,5.9,6.8,33.0,17.3,10.0,31.5,3.3
7782,4609,11.4,28.1,17.0,30.1,8.7,9.9,6.6,7.3,33.3,14.5,8.2,30.1,3.2
7783,1850,14.4,22.4,19.2,28.2,5.7,10.9,5.7,6.8,27.8,20.3,9.4,28.5,3.1
7784,24363,14.2,36.7,13.4,43.5,9.5,10.2,9.9,12.1,40.0,22.4,14.8,35.1,5.0
7785,27526,14.2,22.2,18.0,30.3,6.5,8.8,5.0,5.9,31.1,16.0,8.8,30.9,2.8
7786,1501,7.2,27.0,19.5,30.1,8.7,10.3,6.1,6.0,32.2,13.9,8.1,29.7,2.9
7787,3217,12.1,27.5,15.9,29.8,8.1,10.9,6.7,8.1,30.4,18.7,9.8,29.7,3.5
7788,17948,14.7,35.9,15.4,39.9,8.6,11.8,9.9,12.5,36.0,28.6,13.8,37.6,5.2
7789,26656,14.8,40.8,11.7,45.3,8.4,11.8,10.9,13.6,38.6,28.6,15.7,40.0,4.9
7790,29439,10.7,25.3,24.1,32.2,8.0,8.6,6.1,6.0,36.7,13.8,9.0,27.3,2.9
7791,23874,12.7,30.0,15.1,41.5,7.3,10.0,6.6,7.7,34.5,18.0,14.0,40.1,4.3
7792,2132,7.1,24.5,20.2,26.5,8.4,9.7,5.6,5.1,29.6,11.1,7.9,20.7,2.9
7793,12945,10.1,28.3,18.7,36.7,8.0,10.6,7.4,9.7,37.4,20.6,11.5,39.3,3.7
7794,26201,12.3,37.3,13.2,38.6,7.7,11.1,9.0,11.1,36.1,23.7,13.4,38.1,4.1
7795,19567,11.3,28.8,18.5,32.1,7.6,10.7,6.5,8.1,32.9,22.3,9.7,33.1,3.4
7796,18087,8.3,22.7,20.1,26.1,6.6,8.9,4.1,4.5,29.8,13.7,7.2,31.0,2.2
7797,12989,8.4,27.1,19.9,34.7,8.3,10.1,6.7,8.3,35.6,17.5,10.4,36.7,3.3
7798,14883,9.8,26.6,19.9,30.6,7.7,10.2,6.2,7.9,32.8,18.8,9.3,30.4,3.1
7799,11778,8.9,19.8,22.0,24.1,6.4,9.1,4.0,5.4,27.6,15.1,6.6,25.2,2.1
7800,23091,12.9,31.6,14.0,42.7,7.8,10.2,7.2,8.4,36.0,19.2,14.8,39.2,4.7
7801,24246,15.4,31.7,15.8,34.8,6.9,11.5,7.2,10.9,33.0,26.0,11.8,38.4,3.9
7802,29006,20.5,29.9,15.6,41.2,7.6,10.4,8.0,9.5,36.8,21.7,14.2,37.0,4.5
7803,12763,13.8,28.0,18.8,32.9,7.3,10.4,7.1,9.1,33.6,21.3,11.1,33.8,3.6
7804,2333,7.3,25.9,21.1,29.7,7.4,10.2,5.5,6.1,30.9,17.0,7.9,27.2,2.7
7805,14750,8.6,28.2,18.6,35.3,9.5,9.6,7.2,8.2,35.2,16.5,10.5,30.1,3.5
7806,15760,10.3,30.1,20.0,31.4,7.0,10.6,5.8,7.9,32.2,21.9,9.6,34.7,3.1
7807,29117,19.3,4.8,21.6,16.1,0.6,13.0,0.8,1.8,9.5,11.3,2.2,28.6,0.8
7808,11763,12.1,21.5,19.7,27.7,6.6,9.4,4.9,6.3,28.8,16.3,8.7,27.5,2.7
7809,30114,20.7,23.1,18.1,30.6,6.3,8.8,5.1,6.4,32.0,18.0,9.4,33.9,2.7
7810,16214,10.7,22.1,20.7,24.5,5.2,11.9,5.1,6.6,25.3,18.8,7.3,31.1,2.7
7811,16402,11.8,32.3,17.9,35.5,7.4,10.9,7.2,9.5,33.1,25.2,11.3,38.8,3.8
7812,6280,11.1,31.5,15.2,35.3,9.0,11.0,7.6,8.2,36.0,17.4,11.1,30.6,3.8
7813,1543,6.4,22.6,22.4,25.2,6.8,10.2,4.3,4.7,29.0,13.8,6.5,29.8,2.1
7814,12477,10.2,27.1,18.7,32.2,7.9,10.1,6.3,8.1,34.9,17.9,9.7,30.3,3.2
7815,29743,16.1,29.2,16.9,38.7,7.6,9.3,7.6,8.9,39.1,19.8,11.7,38.0,3.8
7816,7704,13.2,28.5,17.3,34.6,7.6,9.9,6.9,8.0,34.1,19.3,11.1,34.9,3.6
7817,14615,15.1,25.4,16.9,31.0,6.1,11.5,6.0,8.1,29.0,23.1,10.6,35.0,3.3
7818,20112,9.4,22.6,17.7,28.9,6.1,8.6,4.2,5.1,30.5,13.7,8.2,28.3,2.3
7819,6710,22.6,23.9,14.0,34.9,5.1,13.3,6.1,8.1,29.7,23.4,14.3,40.6,4.0
7820,20152,9.1,15.3,18.0,21.6,4.1,7.2,2.4,2.9,25.8,10.4,6.1,24.4,1.4
7821,19352,9.5,19.1,19.7,22.6,4.9,10.7,3.3,4.3,27.1,14.9,5.9,30.3,1.9
7822,28442,19.0,32.4,13.1,42.6,8.0,10.4,8.4,9.7,36.8,21.5,15.8,37.8,5.2
7823,23060,9.9,22.4,18.0,30.1,6.1,8.9,4.2,4.9,29.4,13.4,8.4,27.6,2.5
