ZCTA,Total,Population of one race,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some Other Race alone,Two or More Races
90015,18986,0.9541767618245023,0.35347097861582216,0.0702622985357632,0.010323396186663858,0.1406826082376488,0.0007900558306120299,0.3786474244179922,0.04582323817549774
90016,47596,0.9501008488108245,0.2448314984452475,0.3745903017060257,0.009013362467434238,0.03094797882174973,0.001134549121774939,0.2895831582485923,0.04989915118917556
90017,23768,0.9456832716257152,0.3477785257489061,0.06016492763379334,0.02023729384045776,0.13568663749579266,0.0010097610232245036,0.3808061258835409,0.05431672837428475
90018,49310,0.9528290407625228,0.26008923139322654,0.31764348002433584,0.009551815047657676,0.03692962887852363,0.0013181910363009532,0.3272966943824782,0.04717095923747718
90019,64458,0.9517825560830309,0.29974557075925407,0.23657265195941543,0.008951565360389711,0.1574513636786745,0.0009153247075615129,0.24814607961773558,0.04821744391696919
90020,38967,0.9640208381450971,0.24343675417661098,0.05825442040701106,0.005697128339364078,0.4751456360510175,0.0007955449482895784,0.1806913542228039,0.035979161854902866
90021,3951,0.9633004302708175,0.41002277904328016,0.3143507972665148,0.012401923563654771,0.03998987598076437,0.0010124019235636548,0.18552265249303973,0.03669956972918249
90022,67179,0.9662096786198068,0.5236308965599369,0.005760728799178314,0.012771848345465102,0.008172196668601795,0.0005358817487607734,0.4153381264978639,0.033790321380193215
90023,45903,0.9683027253120711,0.49619850554429995,0.006709801102324467,0.012199638367862666,0.00594732370433305,0.0006971221924492952,0.44655033440080166,0.03169727468792889
90024,47452,0.945039197504847,0.6160330439180646,0.021453258029166315,0.0016648402596307849,0.2658475933574981,0.0012012138582146168,0.03883924808227261,0.054960802495153
90025,42147,0.94578499062804,0.6467126960400503,0.028115880133817352,0.004982561036372696,0.19887536479464732,0.001162597575153629,0.06593589104799867,0.05421500937196005
90026,67869,0.9505960011198044,0.46726782478009105,0.02948326923926977,0.012553595897979932,0.1732602513666033,0.001237678468814923,0.26679338136704533,0.04940399888019567
90027,45151,0.9544639099909193,0.6984341432083453,0.03127284002569157,0.004496024451285685,0.13273238687958186,0.0007973245332329295,0.086731190892782,0.04553609000908064
90028,28714,0.9504771191753152,0.6314689698404959,0.07947342759629449,0.007348331824197256,0.08344361635439158,0.0020547468134011282,0.14668802674653478,0.049522880824684826
90029,38617,0.9508506616257089,0.438848175673926,0.031903047880467154,0.00888209855763006,0.16275215578631172,0.0010358132428723102,0.30742937048450164,0.04914933837429111
90031,39316,0.9624834672906705,0.35639434326991554,0.013353342150778309,0.010860718282633025,0.2535863261776376,0.000635873435751348,0.3276528639739546,0.03751653270932954
90032,45786,0.9589830952692963,0.4500939151705762,0.022932774210457346,0.014851701393439042,0.11182457519765868,0.0007207443323286594,0.3585593849648364,0.041016904730703706
90033,48852,0.9603291574551707,0.4597150577253746,0.01895521165970687,0.011012855154343732,0.043478260869565216,0.00047080979284369113,0.4266969622533366,0.039670842544829284
90034,57964,0.9456386722793458,0.4960320198744048,0.1053239942032986,0.008643295838796495,0.19170519632875577,0.0026568214753985232,0.1412773445586916,0.0543613277206542
90035,28418,0.9518614962347808,0.7605742839045675,0.09036526145400803,0.002885495108733901,0.06284749102681399,0.0005982124005911746,0.03459075234006616,0.04813850376521923
90036,36865,0.9624576156245761,0.6727519327275193,0.05826664858266649,0.0020073240200732404,0.20396039603960395,0.0010307880103078801,0.024440526244405264,0.03754238437542384
90037,62276,0.9595189157942065,0.2632635365148693,0.22308754576401824,0.011015479478450767,0.00867107714047145,0.0009313379150876742,0.452549938981309,0.04048108420579356
90038,28917,0.9493377597952761,0.5148528547221358,0.042328042328042326,0.0067088563820589964,0.08119791126327074,0.0014178510910537055,0.3028322440087146,0.05066224020472387
90039,28514,0.948376236234832,0.5652661850319142,0.022690608122325876,0.006488040962334292,0.18373430595496948,0.0014378901592200322,0.16875920600406819,0.05162376376516799
90040,12520,0.9539936102236422,0.55,0.007428115015974441,0.012859424920127796,0.011182108626198083,0.000718849840255591,0.3718051118210863,0.04600638977635783
90041,27425,0.9472379216043756,0.4914129443938013,0.022315405651777576,0.007438468550592525,0.2836098450319052,0.0010574293527803099,0.1414038286235187,0.05276207839562443
90042,62430,0.9467884030113728,0.47640557424315233,0.02564472208873939,0.011468845106519302,0.12224891878904373,0.000897004645202627,0.31012333813871534,0.05321159698862726
90043,44789,0.9570876777780258,0.10991538100872983,0.6586438634486146,0.0060952466007278576,0.00848422603764317,0.0008707495143896939,0.1730782111679207,0.04291232222197414
90044,89779,0.9602802437095534,0.22427293687833458,0.37487608460775906,0.007418215841120975,0.003764800231680014,0.0009022154401363348,0.3490459907105225,0.039719756290446544
90045,39480,0.9393110435663627,0.6113475177304964,0.14197061803444783,0.0037487335359675787,0.12033941236068896,0.003419452887537994,0.05848530901722391,0.06068895643363729
90046,48581,0.9626808834729627,0.83997859245384,0.035157777732035156,0.0032934686400032933,0.05438340091805438,0.0008645355180008646,0.029003108211029003,0.037319116527037316
90047,48606,0.9659301320824589,0.11796897502365963,0.6566061803069579,0.00458791095749496,0.005349133851787845,0.00111097395383286,0.18030695798872567,0.03406986791754105
90048,21397,0.9626583165864373,0.8402112445669954,0.030471561433845867,0.0017292143758470813,0.07342150768799365,0.0007010328550731411,0.016123755666682244,0.03734168341356265
90049,35482,0.9605997407136012,0.8416661969449298,0.014486218364241023,0.001352798602108111,0.08669184375176146,0.0007609492136858126,0.015641733836875036,0.03940025928639874
90056,7827,0.947489459563051,0.13415101571483326,0.757761594480644,0.0025552574421873002,0.03257953238788808,0.0003832886163280951,0.020058770921170307,0.05251054043694902
90057,44998,0.9469087515000667,0.2872127650117783,0.04637983910396017,0.016045157562558338,0.1998088803946842,0.00220009778212365,0.395262011644962,0.05309124849993333
90058,3223,0.9562519391870927,0.3565001551349674,0.09308098045299411,0.025442134657151724,0.04405833074775054,0.0,0.43717033819422896,0.043748060812907226
90059,40952,0.964177573744872,0.2173276030474702,0.3430113303379566,0.006690759914045712,0.0028325844891580387,0.0015628052353975385,0.3927524907208439,0.03582242625512796
90061,26872,0.9635680261982733,0.2156147662994939,0.3731021137243227,0.00632628758559095,0.003572491813039595,0.001637392080976481,0.36331497469484964,0.036431973801726705
90062,32821,0.9551201974345693,0.2119070107553091,0.37841625788367206,0.008378781877456507,0.01179123122391152,0.0008531123366137534,0.34377380335760643,0.04487980256543067
90063,55758,0.9665877542236092,0.48538326338821336,0.007137989167473726,0.011675454643279888,0.01207001685856738,0.0004483661537357868,0.44987266401233905,0.033412245776390834
90064,25403,0.9489430382238319,0.6968861945439515,0.02637483761760422,0.0026768491910404285,0.16789355587922686,0.0010235011612801637,0.05408809983072865,0.05105696177616817
90065,45527,0.9490412282821183,0.48718342961319655,0.020141893821248927,0.008127045489489754,0.15421617941002042,0.0007907395611395435,0.2785819403870231,0.0509587717178817
90066,55277,0.9476454945094704,0.6245273802847477,0.038352298424299436,0.008086545941349929,0.14434574958843643,0.002641243193371565,0.1296922770772654,0.052354505490529515
90067,2424,0.9760726072607261,0.8568481848184818,0.009488448844884489,0.0008250825082508251,0.10354785478547855,0.0008250825082508251,0.004537953795379538,0.02392739273927393
90068,22286,0.9572377277214394,0.8097011576774656,0.0456789015525442,0.0029615004935834156,0.06703760208202458,0.0007179395135959796,0.03114062640222561,0.04276227227856053
90069,20483,0.9661670653712835,0.8534882585558756,0.029878435776009373,0.0020504808865888786,0.05443538544158571,0.0012693453107454962,0.025045159400478446,0.0338329346287165
90071,15,1.0,0.6,0.3333333333333333,0.0,0.06666666666666667,0.0,0.0,0.0
90073,539,0.9888682745825603,0.47680890538033394,0.4452690166975881,0.011131725417439703,0.01855287569573284,0.0037105751391465678,0.03339517625231911,0.011131725417439703
90077,9377,0.9583022288578437,0.8455796096832676,0.015143436066972379,0.0008531513277167537,0.08232910312466674,0.00042657566385837685,0.013970352991361843,0.04169777114215634
90079,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90089,3217,0.9278831209201119,0.5029530618588747,0.04569474665837737,0.0006216972334473111,0.3481504507304943,0.0006216972334473111,0.029841467205470935,0.07211687907988809
90090,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90094,5464,0.9359443631039531,0.5717423133235725,0.11365300146412885,0.002562225475841874,0.220900439238653,0.0023792093704245974,0.024707174231332358,0.06405563689604685
90095,3,1.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0
90201,101279,0.9616702376603244,0.5092961028446173,0.010337779796403993,0.010239042644575874,0.006487030875107377,0.0006812863476140167,0.42462899515200586,0.03832976233967555
90210,21741,0.9562117657881423,0.8667954555908192,0.017386504760590588,0.0008739248424635481,0.058001011912975485,0.0004139643990616807,0.012740904282231728,0.043788234211857784
90211,8434,0.9434432060706663,0.7767370168366137,0.024187811240218165,0.0015413801280531184,0.12200616552051222,0.00011856770215793219,0.018852264643111218,0.05655679392933365
90212,11555,0.9510168758113371,0.80951968844656,0.026655127650367805,0.00199048031155344,0.10004327131112073,0.0003461704889658157,0.012462137602769364,0.048983124188662915
90220,49328,0.9656584495621148,0.2297478105741161,0.39776597469996755,0.007419721050924424,0.005595199481024975,0.008818520921180668,0.3163112228349011,0.03434155043788518
90221,53704,0.9644346789810815,0.29223149113660063,0.22398704007150305,0.0073737524206763,0.0027558468642931624,0.007317890659913601,0.43076865782809476,0.035565321018918516
90222,31869,0.970629765602937,0.290564498415388,0.30521823715836705,0.006369826477140795,0.002824060999717594,0.001945464244249898,0.36370767830807366,0.029370234397062978
90230,31766,0.9431467606875276,0.5406724170496757,0.10385317635207454,0.006012718000377762,0.14672920732859032,0.0027702575080274508,0.14310898444878173,0.05685323931247246
90232,15149,0.936365436662486,0.6073668228926001,0.064756749620437,0.004686778005148854,0.1514291372367813,0.002640438312759918,0.10548551059475873,0.06363456333751402
90240,25876,0.9623589426495595,0.5917066007110836,0.025467614778172824,0.006878961199567167,0.08656670273612614,0.0019709383212243004,0.24976812490338537,0.037641057350440564
90241,42399,0.9598575438099956,0.5735984339253284,0.03200547182716573,0.007240736809830421,0.06651100261798627,0.0017689096440953796,0.2787329889855893,0.040142456190004484
90242,43497,0.9570085293238614,0.5431179161781272,0.053176081109042005,0.007701680575671886,0.06308481044669748,0.0021840586707129227,0.2877439823436099,0.042991470676138586
90245,16654,0.9425363276089829,0.7804131139666146,0.020235378887954847,0.004083103158400384,0.08754653536687883,0.0022817341179296267,0.047976462111204515,0.05746367239101717
90247,47487,0.9545770421378482,0.25326931581274875,0.1881567586918525,0.005748941815654811,0.2514372354539137,0.007559963779560722,0.24840482658411775,0.045422957862151746
90248,9947,0.9519453101437619,0.2815924399316377,0.15079923595053785,0.0058309037900874635,0.3111490901779431,0.007942093093394994,0.19463154720016085,0.048054689856238064
90249,26669,0.9553414076268326,0.29494919194570474,0.30304848325771494,0.006036971764970565,0.16562300798680116,0.0045745997225242795,0.18110915294911695,0.04465859237316735
90250,93193,0.9521208674471259,0.3548979000568712,0.2543645981994356,0.00660993851469531,0.07047739637097207,0.011985878767718606,0.2537851555374331,0.04787913255287414
90254,19506,0.9580641853788577,0.8678355377832462,0.011739977442838102,0.002512047575105096,0.05695683379472983,0.0023582487439762125,0.01666154003896237,0.041935814621142216
90255,75066,0.9630591745930248,0.5238456824660965,0.0068206644819225745,0.014094263714597821,0.006434337782751179,0.00039964830948765085,0.4114645778381691,0.03694082540697519
90260,34924,0.9433913641049135,0.4494330546329172,0.09177070209597984,0.008847783759019585,0.11238689726262742,0.010050395143740695,0.2709025312106288,0.056608635895086475
90262,69745,0.9659187038497383,0.3932181518388415,0.10238726790450928,0.006652806652806653,0.006495089253709944,0.0029966305828374794,0.45416875761703346,0.03408129615026167
90263,1612,0.9361042183622829,0.6978908188585607,0.060794044665012405,0.0024813895781637717,0.1358560794044665,0.0024813895781637717,0.03660049627791563,0.06389578163771713
90265,18116,0.9677633031574299,0.8912011481563259,0.01777434312210201,0.0018767939942592184,0.03538308677412232,0.0010487966438507397,0.020479134466769706,0.032236696842570106
90266,35135,0.953920592002277,0.844912480432617,0.008253877899530382,0.0016792372278354917,0.0860395616906219,0.0013946207485413405,0.011640814003130781,0.04607940799772307
90270,27372,0.9574017243898875,0.5200204588630718,0.005918456817185445,0.007599006283793658,0.0031784305129329243,0.0007306736811340056,0.4199546982317697,0.04259827561011252
90272,22986,0.969938223266336,0.8997650743931088,0.0075263203689202125,0.0013486470025232751,0.05342382319672844,0.00039154267815191856,0.0074828156269033325,0.030061776733663968
90274,25209,0.9613233369034868,0.7349359355785632,0.013764925225118014,0.001824745130707287,0.19909556110912768,0.000793367448133603,0.010908802411837042,0.03867666309651315
90275,41804,0.9524208209740694,0.6172375849201034,0.02430389436417568,0.001913692469620132,0.2900679360826715,0.0009807673906803178,0.017916945746818486,0.047579179025930535
90277,35293,0.9511801207038223,0.7948318363414841,0.020825659479216843,0.0038817895900036836,0.10064318703425608,0.001841724987957952,0.029155923270903578,0.04881987929617771
90278,40071,0.9363130443462854,0.7134835666691622,0.031693743605100945,0.0045419380599436,0.13545955928227396,0.003618577025779242,0.047515659704025354,0.06368695565371466
90280,94396,0.9626255349802958,0.5047353701428027,0.009428365608712233,0.009301241578032967,0.00775456587143523,0.0010487732531039452,0.43035721852620873,0.03737446501970423
90290,6368,0.9583856783919598,0.8938442211055276,0.013190954773869347,0.004868090452261307,0.031564070351758795,0.000314070351758794,0.01460427135678392,0.041614321608040204
90291,28341,0.9543770509156346,0.7698034649447797,0.05260929395575315,0.006951060301330228,0.04414099714194983,0.0017642285028756925,0.07910800606894605,0.045622949084365406
90292,21576,0.956989247311828,0.7901835372636262,0.04880422691879867,0.002688172043010753,0.09269558769002595,0.0015294771968854283,0.021088246199480905,0.043010752688172046
90293,12132,0.9461754038905374,0.7599736234751071,0.05703923508077811,0.0028849324101549623,0.09981866139136168,0.0017309594460929772,0.024727992087042534,0.05382459610946258
90301,36568,0.9586250273463137,0.30630605994311966,0.323397506016189,0.008614088820826952,0.020290964777947933,0.0014220083132793699,0.29859439947495076,0.04137497265368628
90302,29415,0.9552609212986571,0.2036715961244263,0.499949005609383,0.006289308176100629,0.012612612612612612,0.0025157232704402514,0.23022267550569436,0.04473907870134285
90303,26176,0.9593138753056235,0.24637072127139364,0.3475320904645477,0.0063034841075794625,0.0063034841075794625,0.006952933985330073,0.34585116136919314,0.040686124694376526
90304,28210,0.9571428571428572,0.3811059907834101,0.04317617866004963,0.009322935129386742,0.012017015242821694,0.008720311946118399,0.5028004253810705,0.04285714285714286
90305,14853,0.9666060728472362,0.05500572274961287,0.8372719315963105,0.0031643439035885005,0.007675217127852959,0.0016831616508449472,0.06180569581902646,0.03339392715276375
90401,6722,0.9550728949717346,0.7564712883070515,0.05697709015174055,0.0044629574531389465,0.10473073490032728,0.0011901219875037191,0.031240702171972626,0.0449271050282654
90402,12250,0.9679183673469388,0.8746122448979592,0.01020408163265306,0.0013877551020408164,0.06897959183673469,0.001142857142857143,0.011591836734693878,0.03208163265306122
90403,24525,0.956289500509684,0.8317227319062181,0.018797145769622835,0.0015902140672782875,0.08403669724770642,0.0009378185524974515,0.019204892966360857,0.043710499490316
90404,21360,0.949063670411985,0.653370786516854,0.07907303370786517,0.006601123595505618,0.10753745318352059,0.0018258426966292136,0.10065543071161048,0.05093632958801498
90405,27186,0.9561171191054219,0.7946369454866475,0.03251673655558008,0.004193334804678879,0.08298388876627676,0.001544912822776429,0.04024130066946222,0.04388288089457809
90501,43180,0.9491431218156554,0.4321445113478462,0.05328855951829551,0.00650764242704956,0.23670680870773506,0.007063455303381195,0.21343214451134784,0.0508568781843446
90502,18010,0.9508606329816769,0.34553026096612993,0.07046085508051082,0.009217101610216546,0.33409217101610217,0.014214325374791783,0.1773459189339256,0.04913936701832315
90503,44383,0.9520762454092784,0.48149066083860936,0.025077169186400197,0.0031092986053218577,0.40511006466439853,0.002410832976590136,0.03487821913795823,0.04792375459072167
90504,32102,0.9296305526135443,0.41343218491059747,0.03884493177995141,0.004579153946794592,0.3821568749610616,0.00585633293875771,0.08476107407638153,0.07036944738645567
90505,36678,0.9477888652598287,0.5646163912972354,0.0215933256993293,0.002999073013795736,0.3288619881127651,0.002890015813294073,0.026828071323409128,0.05221113474017122
90506,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90601,31974,0.9486457746919372,0.6137799462062926,0.013323325201726403,0.012916744855194846,0.05413773691124038,0.0013135672734096453,0.2531744542440733,0.0513542253080628
90602,25777,0.9580245955696939,0.5902936726539163,0.015052178298483144,0.01501338402451798,0.03157853900764247,0.0013190053148155333,0.3047678162703185,0.04197540443030609
90603,20063,0.9584807855255943,0.7421123461097543,0.008971739022080446,0.007277077206798584,0.05019189552908339,0.0006479589293724767,0.1492797687285052,0.041519214474405625
90604,39407,0.9562514274113736,0.6368919227548405,0.018118608369071483,0.012713477300987134,0.05021950414900906,0.0022584819955845407,0.23604943284188087,0.04374857258862638
90605,40331,0.9588157992611143,0.5993156628895887,0.012298232129131437,0.011529592621060722,0.03466316233170514,0.002628251221145025,0.2983808980684833,0.04118420073888572
90606,32396,0.9627114458575132,0.5851339671564391,0.01043338683788122,0.014477095937770095,0.016884800592665762,0.001636004444993209,0.3341461908877639,0.037288554142486725
90620,45113,0.9452485979651098,0.5185866601644759,0.031454347970651476,0.008511958858865515,0.2531199432536076,0.0065391350608472055,0.12703655265666217,0.054751402034890165
90621,35153,0.9527209626489915,0.3677922225699087,0.0459989190111797,0.013427019031092653,0.28501123659431626,0.004352402355417746,0.2361391630870765,0.04727903735100845
90623,15554,0.9577600617204578,0.3694869486948695,0.051176546226051174,0.0036003600360036,0.4814838626719815,0.003086022888003086,0.04892632120354893,0.04223993827954224
90630,47993,0.9504719438251412,0.5429125080740942,0.030379430333590314,0.006084220615506428,0.31385827099785385,0.00489654741316442,0.05234096639093201,0.04952805617485884
90631,67619,0.9577929280231887,0.600275070616247,0.0161493071473994,0.008340850944261229,0.0975169700823733,0.0016119729661781452,0.23389875626672976,0.04220707197681125
90638,49012,0.9565616583693789,0.6077083163306946,0.022545499061454338,0.008038847629152045,0.1782012568350608,0.002958459152860524,0.13710927936015668,0.043438341630621075
90640,62549,0.9628131544868823,0.5381700746614654,0.009064893123790947,0.010120065868359207,0.10937025372108267,0.0009272730179539241,0.2951605940942301,0.03718684551311772
90650,105549,0.9567120484324816,0.4935053861239803,0.04351533411022369,0.011492292679229552,0.12032326218154601,0.004083411496082388,0.28379236184141965,0.043287951567518405
90660,62928,0.962909992372235,0.5943777015001271,0.009550597508263411,0.013841215357233663,0.025664251207729468,0.0006674294431731503,0.3188087973557081,0.03709000762776506
90670,14866,0.9593031077626799,0.5922911341315754,0.02246737521861967,0.01405892640925602,0.04284945513251715,0.002085295304722185,0.2855509215659895,0.04069689223732006
90680,29945,0.9571213892135582,0.4533645015862414,0.023843713474703623,0.010185339789614292,0.2307897812656537,0.004541659709467357,0.23439639338787777,0.04287861078644181
90701,16591,0.964076909167621,0.3894882767765656,0.03568199626303418,0.0056657223796034,0.3721294677837382,0.0024109456934482553,0.1587005002712314,0.035923090832379004
90703,49399,0.962225955991012,0.23204923176582523,0.06939411728982368,0.002651875544039353,0.6153363428409482,0.002631632219275694,0.04016275633109982,0.03777404400898804
90704,4090,0.9540342298288509,0.6376528117359413,0.0058679706601467,0.006356968215158924,0.014180929095354523,0.003178484107579462,0.2867970660146699,0.045965770171149146
90706,76615,0.9533381191672649,0.42207139594074267,0.14044247210076355,0.009541212556287933,0.11570841219082426,0.008027148730666319,0.25754747764798014,0.046661880832735106
90710,25457,0.9441411006795773,0.41862748949208467,0.13316573044742114,0.006010134737007503,0.18124680834348117,0.00872058765761873,0.1963703500019641,0.05585889932042267
90712,31499,0.9394901425442077,0.5548112638496461,0.10790818756150988,0.0069526016698942825,0.15054446172894378,0.01028604082669291,0.10898758690752088,0.060509857455792244
90713,27925,0.9415577439570277,0.6929632945389436,0.04630259623992838,0.006087735004476276,0.10374216651745748,0.006982990152193375,0.08547896150402864,0.05844225604297225
90715,20388,0.9493819894055326,0.3885128506964881,0.10726898175397293,0.008387286639199529,0.26677457327839904,0.010937806552874239,0.16750049048459878,0.050618010594467334
90716,14184,0.9609419063733785,0.45212915961646927,0.03821206993795826,0.012549351381838691,0.10652848279751834,0.004018612521150592,0.34750423011844334,0.03905809362662155
90717,21318,0.937799043062201,0.5909559996247302,0.052350126653532225,0.008818838540200769,0.14443193545360727,0.007739938080495356,0.13350220470963506,0.06220095693779904
90720,21751,0.9502551606822675,0.777941244080732,0.018757758263987862,0.0040457909981150295,0.10477679187163809,0.0036320169187623558,0.041101558549032226,0.04974483931773252
90723,54099,0.9581138283517255,0.4249246751326272,0.11708164661084308,0.008133237213257177,0.030111462319081683,0.007745059982624447,0.3701177470932919,0.04188617164827446
90731,59662,0.9337601823606315,0.5835540209848815,0.07322919110991921,0.012084744058194496,0.04560691897690322,0.005899902785692736,0.2133854044450404,0.06623981763936844
90732,21115,0.9405635803930855,0.7293866919251717,0.044091877811982004,0.007056594837793038,0.08179019654274212,0.0020364669666114135,0.07620175230878522,0.059436419606914516
90740,23729,0.9645581356146488,0.8318934636942138,0.011926334864511778,0.0027392641914956383,0.09718066500906064,0.00231783893126554,0.01850056892410131,0.03544186438535126
90742,831,0.9614921780986763,0.8880866425992779,0.0048134777376654635,0.007220216606498195,0.03730445246690734,0.0024067388688327317,0.021660649819494584,0.03850782190132371
90743,456,0.9671052631578947,0.8947368421052632,0.0,0.0,0.03728070175438596,0.006578947368421052,0.02850877192982456,0.03289473684210526
90744,53815,0.9498095326581808,0.44225587661432686,0.031887020347486764,0.010926321657530429,0.023562203846511195,0.008399145219734274,0.4327789649725913,0.050190467341819194
90745,57251,0.9499397390438595,0.26609142198389546,0.07779776772458123,0.006812108085448289,0.3562732528689455,0.031405564968297495,0.2115596234126915,0.0500602609561405
90746,25990,0.9586379376683339,0.13101192766448633,0.6476721816083109,0.0026933435936898806,0.07618314736437092,0.013774528664871104,0.08730280877260485,0.041362062331666026
90747,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90755,11074,0.9433808921798807,0.42098609355246525,0.13563301426765395,0.007585335018963337,0.20615856962253928,0.012281018602131119,0.16073686111612787,0.0566191078201192
90802,39347,0.940707042468295,0.5013596970544133,0.16916156250794215,0.00975932091391974,0.07799832261671792,0.006302894756906498,0.1761252446183953,0.05929295753170508
90803,32031,0.9582591864131622,0.8244200930348725,0.02978364709187974,0.005088820205425994,0.057975086634822516,0.0017795260841060223,0.03921201336205551,0.041740813586837754
90804,40311,0.9400411798268463,0.40547245168812485,0.14606434968122844,0.008186351120041676,0.15303515169556697,0.004142789809233212,0.22314008583265113,0.05995882017315373
90805,93524,0.9518412386125487,0.3120054745306018,0.20655660579102691,0.007923099952953252,0.10723450665069928,0.025223472049955092,0.29289807963731235,0.04815876138745135
90806,42399,0.9494091841788721,0.27165735040920774,0.18233920611335172,0.00778320243401967,0.19835373475789522,0.012924833132856906,0.27635085733154086,0.05059081582112786
90807,31481,0.9397414313395381,0.48934277818366634,0.16670372605698675,0.006448333915695181,0.16622724818144277,0.008163654267653505,0.10285569073409358,0.060258568660461864
90808,38232,0.9416980539861896,0.7567744297970287,0.035493827160493825,0.005414312617702448,0.08301946013810421,0.0053358443188951665,0.055660179953965265,0.05830194601381042
90810,36735,0.9489043146862665,0.27398938342180484,0.1236423029808085,0.006587722880087111,0.23903634136382196,0.027575881312100176,0.27807268272764396,0.0510956853137335
90813,58911,0.9529459693435861,0.3115377433756005,0.13883655005007553,0.009505864779073519,0.13678260426745428,0.00695965099896454,0.3493235558724177,0.04705403065641391
90814,19131,0.9392086142909414,0.6743505305525064,0.07589775756625372,0.00846793162929277,0.0752705033714913,0.0037635251685745647,0.10145836600282264,0.06079138570905859
90815,39733,0.9415347444189968,0.714771097072962,0.04766818513578134,0.004907759293282661,0.11373417562227871,0.0038255354491228953,0.05662799184556917,0.0584652555810032
90822,117,1.0,0.6324786324786325,0.3076923076923077,0.0,0.03418803418803419,0.017094017094017096,0.008547008547008548,0.0
90831,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91001,36126,0.9392127553562531,0.4868515750429054,0.270802192326856,0.007889054974256769,0.048829098156452415,0.0007473841554559044,0.12409345070032664,0.060787244643746886
91006,31715,0.9668611067318303,0.35620368910610123,0.009585369698880656,0.003216143780545483,0.553838877502759,0.0005360239634242472,0.04348100268011982,0.033138893268169635
91007,34095,0.9737791465024197,0.3195776506819182,0.01372635283765948,0.0034902478369262355,0.5912597155008066,0.00020530869628977857,0.04551987094881948,0.026220853497580292
91008,1391,0.9712437095614666,0.702372393961179,0.017972681524083392,0.002875629043853343,0.201294033069734,0.0,0.04672897196261682,0.02875629043853343
91010,26074,0.9546674848508092,0.5154943621998926,0.07889084912173046,0.007862238244995014,0.13484697399708523,0.0011505714504870753,0.21642248983661885,0.04533251514919077
91011,20280,0.9657790927021697,0.6894477317554241,0.005374753451676529,0.001183431952662722,0.257396449704142,0.0002465483234714004,0.0121301775147929,0.03422090729783037
91016,40598,0.9495295334745554,0.5990689196512143,0.06480614808611261,0.0075126853539583234,0.11436523966697867,0.0020198039312281394,0.1617567367850633,0.0504704665254446
91020,8415,0.9644682115270351,0.6308972073677956,0.012240047534165181,0.0035650623885918,0.2746286393345217,0.00142602495543672,0.04171122994652406,0.03553178847296495
91024,10917,0.9568562791975818,0.8213794998625996,0.018411651552624347,0.004030411285151599,0.07648621416139965,0.0008244023083264633,0.035724100027480075,0.043143720802418246
